qs1,qs2,qs2a,qs3y_1,qs4_1,qs6_1,rateqs3y,rateqs4,rateqs6,p1,p5,p7a,p7b,p7c,p7d,p7e,p7f,p7g,p7count,p8,p9,p10,p11,p14,p15,p16,p1801,p20,p22a,p22b,p22c,p22d,p22e,p22f,p22g,p23,p24,c1,c2a,c2b,c2c,c2d,c2e,c2f,c2g,c3,c8,C3C8,c4,c1_t,c11,c15,c16,c17a,c17b,c17c,c17d,c17e,c17f,c17g,c17h,c17i,c17j,c17k,c17l,c17m,c17n,c17o,c17p,c17q,c20,c23a,c23b,c23c,c23d,c23e,dmscore,C26A_H,C26_A,C26C_H,C26_C,C26D_H,C26_D,C26E_H,C26_E,C26F_H,C26G_H,C26_G,C26TOT1,C26TOT2
1,2,1,11,2,6,11,2,6,1,1,1,1,1,2,1,1,1,6,1,2,5,5,1,810,810,7,2,2,2,2,2,2,2,2,1,6,24,4,5,2,2,5,1,4,4,2,3,15,2100,2,4,5,2,1,4,1,1,2,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,1,12.5,0.5,30,0.08,5,0.75,45,1.5,90,0.33,1.5,90,7.16,430
1,1,1,15,2,10,15,2,10,1,1,1,2,2,1,2,2,1,3,1,1,2,5,1,730,715,3,2,2,2,2,2,2,2,2,1,3,32,5,5,1,5,4,1,1,3,2,3,11,2300,3,5,4,4,3,2,2,2,2,5,3,2,4,3,2,2,2,4,1,3,1,2,2,2,3,3,22.5,1,60,0,0,3,180,2,120,0.5,1,60,9,540
1,2,3,12,2,7,16,1,11,1,1,1,2,1,2,2,1,1,4,1,2,5,2,2,800,750,1,2,2,2,2,2,2,2,2,1,5,1,1,5,1,1,1,3,1,7,7,1,15,2400,0,1,4,4,4,4,4,1,1,4,3,1,4,4,1,1,1,4,1,1,4,1,1,1,1,1,10,0,0,1,60,0,0,0,0,0,3,180,8,480
1,1,1,16,2,11,16,2,11,1,1,1,1,1,1,1,2,1,6,2,1,4,4,3,745,617,7,2,2,2,2,2,2,2,2,6,5,4,5,4,1,4,4,1,1,4,4,1,10,2430,2,3,3,3,2,2,2,1,1,1,1,1,3,3,1,1,1,5,5,4,1,1,1,1,3,3,15,5.5,330,0,0,2,120,4,240,2,2,120,16.5,990
1,1,3,10,2,98,12,2,7,1,1,2,2,2,2,2,1,2,1,1,2,5,4,1,800,630,7,4,2,2,2,2,2,2,2,6,5,24,5,5,2,4,3,5,3,7,7,1,5,2100,2,5,4,4,3,2,3,3,2,4,1,1,3,2,5,2,2,3,1,2,1,2,1,2,3,1,20,2,120,2,120,0.5,30,0,0,4,0.25,15,18.75,1125
1,1,2,13,2,8,17,1,12,1,1,1,2,2,1,2,1,1,4,2,2,5,3,1,755,745,4,6,2,2,2,2,2,2,2,1,2,3,5,1,2,5,1,4,3,2,2,1,16,2415,1,5,4,1,1,2,2,2,2,2,2,1,1,4,2,2,3,2,3,2,1,1,1,1,1,1,10,1,60,1,60,1,60,1,60,0,1,60,6,360
1,2,2,13,1,8,16,2,11,1,1,2,2,2,2,2,2,1,1,1,1,5,2,95,830,730,7,2,2,2,1,2,2,2,1,1,6,24,2,5,5,1,5,1,1,7,7,1,13,2100,0,4,4,5,1,4,1,1,4,5,1,3,4,2,5,4,1,4,1,5,3,1,1,1,1,1,10,1,60,0,0,4,240,10,600,10,2,120,37,2220
1,1,2,14,1,9,17,2,12,2,1,2,2,2,1,2,2,1,2,1,2,5,4,1,730,650,1,2,2,2,2,2,2,2,2,1,5,28,5,4,5,4,1,1,2,1,5,2,12,2200,0,3,5,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,10,1.5,90,0,0,0.17,10,1,60,0.33,0,0,4.5,270
1,1,1,13,1,7,13,1,7,1,1,1,2,2,2,2,1,1,3,1,2,5,3,1,715,630,7,2,2,2,2,2,2,2,2,1,6,30,5,5,2,2,5,4,4,5,6,2,7,2230,2,2,5,4,5,2,1,1,2,3,2,3,4,2,1,5,5,3,2,4,2,1,3,1,2,2,17.5,3,180,1,60,1.5,90,3,180,2,1,60,15.5,930
1,1,1,11,2,6,11,2,6,1,1,1,2,2,2,2,2,1,2,1,1,5,3,3,815,713,3,2,2,2,2,2,1,2,2,1,6,22,5,5,4,5,5,2,5,4,6,2,13,2030,5,5,5,4,4,5,2,2,5,5,4,2,3,5,4,5,5,5,3,1,1,2,3,3,2,3,25,0.75,45,0,0,2,120,2.5,150,1,1,60,10.75,645
1,1,1,13,1,7,13,1,7,1,1,1,2,2,2,2,1,1,3,1,1,5,5,1,755,740,5,2,2,2,2,2,2,2,2,1,4,30,2,5,4,1,1,4,1,4,4,1,15,2230,1,2,4,2,2,3,1,1,1,3,2,2,1,3,2,3,1,3,2,3,1,2,2,1,2,1,17.5,1,60,1,60,0.5,30,0.25,15,0,2,120,5.75,345
1,1,1,11,1,6,11,1,6,2,1,2,2,2,2,2,2,1,1,1,1,98,3,6,840,800,9,2,2,2,2,2,2,2,2,1,7,26,4,4,1,4,2,3,4,5,3,3,15,2130,0,3,4,3,3,3,2,1,1,3,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,15,3,180,2,120,0,0,0.08,5,0,3,180,9.08,545
1,2,1,15,2,10,15,2,10,1,1,2,1,2,1,1,1,1,5,1,1,5,4,1,800,730,3,1,2,1,2,2,2,2,2,1,7,28,5,5,4,5,1,1,1,5,3,3,11,2200,0,1,5,3,1,2,1,1,3,3,1,1,1,4,1,1,1,1,1,3,1,1,3,1,1,2,15,1.5,90,1,60,2,120,3,180,0.5,2,120,13,780
1,1,1,14,1,9,14,1,9,1,1,1,2,2,1,2,1,1,4,2,2,5,2,1,800,745,3,2,2,2,2,2,2,2,2,1,3,24,5,5,4,5,1,4,5,3,2,3,6,2100,0,4,4,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,3,2,1,2,3,2,20,1.5,90,0.75,45,0.25,15,0.5,30,0,2.5,150,6.5,390
1,1,2,13,1,8,13,1,8,1,1,1,2,2,1,1,2,1,4,1,1,5,3,1,820,730,3,5,2,2,2,2,2,2,2,1,3,30,4,5,5,5,1,2,5,5,7,2,17,2230,2,5,5,2,2,1,4,2,1,5,4,2,1,1,5,2,5,2,2,2,1,1,1,1,1,1,10,2,120,2,120,5,300,4,240,0.5,3,180,21.5,1290
1,1,1,17,2,11,17,2,11,1,1,1,2,2,1,2,1,1,4,2,2,4,2,1,720,650,6,2,2,2,2,2,2,2,2,1,6,34,3,5,5,5,3,1,3,5,3,3,10,2330,2,2,4,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,3,4,2,1,2,3,3,20,1,60,0,0,1,60,2,120,0.25,1,60,6.75,405
1,1,1,14,2,10,14,2,10,1,1,1,2,2,1,2,2,1,3,1,2,5,4,1,800,730,3,2,2,2,2,2,2,2,2,1,5,30,4,5,4,5,4,5,2,5,4,3,11,2230,4,2,4,4,2,2,2,1,1,4,2,2,2,2,3,2,1,3,3,3,1,2,1,1,1,2,12.5,1.5,90,0,0,1.5,90,1,60,0.5,2,120,8.5,510
1,1,3,13,2,7,16,1,11,1,1,1,1,1,1,1,2,1,6,2,1,5,4,1,725,700,3,1,2,2,2,2,2,1,2,1,5,32,5,4,4,4,3,3,4,4,4,1,11,2300,0,2,4,2,2,1,2,1,1,2,2,2,3,3,2,2,2,2,1,2,1,1,1,1,2,2,12.5,2,120,0.5,30,0.5,30,0.5,30,0.08,2.5,150,6.58,395
1,2,1,17,1,12,17,1,12,1,1,1,2,2,1,2,1,1,4,2,2,5,4,1,800,630,3,4,1,1,2,2,2,1,2,1,5,28,5,5,4,3,4,5,4,5,5,1,9,2200,2,5,4,2,1,1,1,1,2,4,1,1,2,3,2,2,4,4,4,2,4,2,2,2,2,2,20,3,180,3,180,1.5,90,1.5,90,1,2,120,13,780
1,1,2,13,1,7,13,1,7,2,1,1,2,2,2,1,1,1,4,1,2,5,3,2,845,730,7,2,2,2,2,2,2,1,2,1,3,28,2,5,1,1,2,5,1,3,1,3,7,2200,0,2,2,1,1,1,1,1,1,5,1,1,2,1,2,2,1,1,1,5,1,1,1,1,1,1,10,2,120,1,60,0,0,0,0,0,1,60,7,420
1,1,1,17,2,10,17,2,10,1,1,1,1,1,1,1,2,1,6,2,1,5,3,1,720,630,6,4,2,1,2,2,2,2,2,1,5,1,5,5,5,3,1,1,1,5,4,3,10,2400,5,5,3,4,4,5,2,1,1,5,1,3,5,5,2,2,2,3,2,3,5,2,1,1,3,3,17.5,1.5,90,0,0,0.5,30,3,180,0,3,180,10,600
1,1,1,16,2,11,16,2,11,1,1,1,1,1,1,1,1,1,7,2,2,4,1,1,800,630,7,1,2,2,2,2,2,1,2,1,2,32,1,1,4,3,5,1,1,7,2,3,5,2300,0,1,3,4,5,5,4,1,5,5,1,1,3,1,5,1,1,3,1,5,1,3,2,3,3,3,27.5,2,120,0,0,0.5,30,1,60,99,3,180,6.5,390
1,2,2,14,1,8,17,2,12,2,1,1,1,1,2,1,1,1,6,1,1,5,4,1,820,730,1,2,1,2,2,2,2,1,2,1,5,28,1,5,1,2,2,2,1,7,4,3,11,2200,0,2,4,4,5,5,1,1,5,1,1,1,1,5,2,1,1,1,1,1,1,1,2,1,1,2,12.5,0,0,0,0,0.5,30,0.5,30,0,0,0,2,120
1,1,2,11,1,6,17,1,12,1,1,1,2,2,2,2,1,1,3,2,2,4,1,1,700,600,7,1,2,2,2,2,2,2,2,6,6,28,5,2,5,1,3,2,5,1,4,2,9,2200,0,5,4,4,5,5,2,1,2,5,1,3,1,2,2,1,2,3,5,5,1,1,1,2,2,2,15,1.5,90,0.5,30,1,60,3,180,1,3,180,10.5,630
1,2,2,14,1,8,17,1,11,3,1,1,1,2,2,2,1,1,4,1,2,5,5,1,830,735,7,4,2,2,2,2,2,2,2,1,2,24,3,1,3,1,1,3,3,2,1,3,13,2100,0,1,5,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,180,2,120,0,0,0,0,4,5,300,14,840
1,1,1,15,2,9,15,2,9,2,1,1,1,2,2,2,1,1,4,1,1,5,4,1,830,745,7,2,1,2,2,2,2,1,2,1,3,99,3,5,5,5,1,5,3,7,7,1,12,99,0,4,5,4,5,5,5,5,1,5,1,1,5,5,5,5,2,5,1,5,5,3,1,1,3,3,20,99,99,0.25,15,98,98,99,99,0,0,0,0.25,15
1,1,2,16,2,10,16,2,10,2,1,1,1,1,1,1,1,1,7,2,2,4,3,1,800,645,3,2,2,2,2,2,2,2,2,1,6,32,4,3,4,5,2,3,2,4,4,1,9,2300,3,2,2,3,3,3,4,4,2,2,1,5,3,4,3,2,3,4,4,3,2,2,2,2,2,2,20,2,120,0.5,30,4,240,7,420,0,1,60,15,900
1,2,3,13,2,7,15,1,10,1,1,1,2,2,2,2,1,1,3,2,2,5,5,1,830,730,7,2,2,2,2,2,2,2,2,1,7,28,4,2,1,4,4,1,4,6,4,3,11,2200,0,2,5,5,5,5,2,1,2,1,1,1,1,2,3,2,1,1,1,2,4,2,1,2,1,1,15,0.75,45,0.25,15,0.25,15,0.75,45,1,2,120,5,300
1,1,3,11,2,6,16,2,10,1,1,2,1,2,2,2,2,1,2,1,1,4,3,1,800,715,7,2,2,2,2,2,2,2,2,1,6,30,2,5,2,4,4,2,2,4,3,3,11,2230,0,3,2,5,2,2,1,1,4,1,1,2,1,2,4,4,2,4,2,4,1,2,1,3,2,2,20,1,60,0.17,10,0.25,15,0.33,20,0.25,2,120,4.25,255
1,2,1,17,1,12,17,1,12,2,1,2,2,2,1,2,2,1,2,2,2,5,5,1,735,655,1,1,2,2,2,2,2,2,2,1,7,32,5,5,1,4,2,2,2,1,2,2,11,2300,4,2,4,2,2,4,2,2,1,1,1,4,2,2,2,2,4,2,2,4,1,2,1,1,1,2,12.5,1,60,0,0,1,60,1,60,0,2,120,6,360
1,1,2,13,2,8,16,2,10,1,1,1,2,2,2,2,2,1,2,1,2,4,1,1,815,720,7,2,2,2,2,2,2,2,2,4,5,30,5,5,5,2,4,1,2,4,3,3,14,2230,7,5,5,2,2,2,2,2,2,1,4,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,15,1,60,0,0,1,60,3,180,3,2,120,15,900
1,1,1,17,1,11,17,1,11,1,1,2,2,2,1,2,2,1,2,2,1,4,5,2,745,750,3,1,2,2,2,2,2,1,1,1,7,32,5,2,2,5,4,1,4,2,4,2,11,2300,1,4,3,2,2,2,2,1,1,5,1,1,2,3,4,3,2,4,4,4,2,1,1,2,3,2,17.5,4,240,0,0,1,60,1,60,1,0.5,30,8,480
1,1,1,14,2,9,14,2,9,1,1,1,2,2,1,2,1,1,4,1,1,5,3,1,825,730,7,2,2,2,2,2,2,2,2,1,3,32,1,5,1,5,3,1,3,4,4,1,15,2300,0,2,4,3,2,1,2,1,1,5,1,1,2,4,2,4,2,4,1,4,2,1,1,2,2,2,15,0.5,30,2,120,1,60,0.17,10,0.17,1,60,9.84,590
1,2,1,11,1,6,11,1,6,1,1,2,2,2,2,2,2,1,1,1,1,5,5,1,730,645,7,2,1,2,2,2,2,2,2,1,6,26,3,5,4,2,4,5,3,5,4,3,11,2130,0,4,4,4,4,3,1,1,5,5,1,2,2,4,5,3,2,4,2,4,5,2,3,1,3,2,22.5,0.5,30,1.75,105,0.25,15,0.5,30,0.5,1,60,6.5,390
1,1,2,12,1,7,15,2,10,2,1,2,2,2,2,2,2,1,1,1,2,4,3,1,815,740,7,4,2,2,2,2,2,2,2,1,3,32,4,4,4,3,3,1,1,3,3,1,14,2300,0,3,2,2,2,2,2,2,1,4,1,1,3,4,3,2,2,3,2,3,1,1,1,1,1,1,10,1.5,90,0,0,0.5,30,0.5,30,0,0,0,3.5,210
1,2,1,15,2,10,15,2,10,1,1,1,2,1,2,2,2,1,3,1,1,2,3,1,830,715,3,1,2,2,2,2,2,2,2,1,2,30,5,5,5,1,2,2,4,2,2,1,14,2230,2,4,5,1,3,3,1,2,2,5,1,1,5,2,3,2,1,3,2,4,1,1,2,1,2,2,15,2,120,0,0,0,0,3,180,0.17,2,120,7.17,430
1,2,1,11,1,6,11,1,6,1,1,1,2,1,2,2,1,1,4,1,1,5,3,1,815,715,7,4,2,2,2,2,2,1,2,1,3,24,5,5,2,2,2,4,2,4,4,1,13,2100,1,2,4,4,2,2,2,1,2,4,1,1,2,2,2,1,1,2,1,3,1,1,1,2,2,1,15,2,120,1,60,0,0,0.08,5,0.5,0.25,15,4.33,260
1,1,2,14,2,10,14,2,10,1,1,2,2,1,2,2,2,2,1,2,1,4,3,1,720,630,3,2,2,2,2,2,2,2,2,1,6,34,5,4,5,5,5,3,3,2,4,2,10,2330,2,5,5,4,3,3,4,3,2,5,3,2,5,3,5,1,4,1,3,4,1,3,2,2,2,3,22.5,1.5,90,0,0,1,60,3,180,1,1.5,90,8.5,510
1,1,1,13,2,8,13,2,8,1,1,2,2,2,2,2,2,1,1,1,1,3,5,2,830,740,2,4,2,2,2,2,2,2,2,1,6,28,5,4,5,5,3,2,1,7,7,1,11,2200,4,5,4,3,3,3,1,1,2,4,2,1,4,4,2,2,1,4,1,1,1,2,1,2,2,2,17.5,2,120,0,0,1,60,1,60,0.5,0.5,30,5.5,330
1,1,1,14,2,10,14,2,10,2,1,1,2,2,1,2,2,1,3,1,1,4,2,1,730,645,7,4,2,2,2,2,2,2,2,1,4,30,1,5,1,5,1,2,1,6,5,3,10,2230,0,2,3,5,2,1,1,1,1,3,1,1,1,5,3,3,5,4,1,2,1,1,1,1,3,3,15,2,120,0,0,1,60,1,60,0,1,60,8,480
1,1,1,12,1,7,12,1,7,1,1,2,1,2,2,1,2,2,2,1,2,5,5,1,800,710,7,2,2,2,2,2,2,2,2,1,6,28,3,2,1,2,5,1,1,2,2,1,10,2200,0,1,5,1,1,2,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,10,1,60,1,60,1,60,0,0,1,0,0,6,360
1,1,2,14,2,8,14,2,8,1,1,1,1,1,1,1,1,1,7,1,1,2,4,2,800,730,3,4,2,2,2,2,2,2,2,1,5,28,5,1,5,5,3,5,1,2,2,1,15,2200,0,3,4,1,1,1,3,3,1,5,4,3,1,3,1,1,1,3,1,3,1,1,1,1,1,1,10,1,60,3,180,4,240,3,180,1,1,60,13,780
1,1,2,14,2,9,17,1,12,1,1,1,2,1,1,2,1,1,5,2,1,4,4,1,750,740,3,2,2,2,2,2,2,2,2,1,3,32,4,5,5,3,4,1,1,3,7,2,14,2300,3,2,2,4,5,1,3,1,3,1,1,1,1,1,1,1,4,1,1,4,1,1,1,2,3,3,17.5,2,120,0,0,1.5,90,11,660,0.5,0,0,20,1200
1,1,1,12,2,7,12,2,7,1,1,2,1,2,2,2,2,1,2,1,2,5,5,1,730,710,7,2,2,2,2,2,2,2,2,1,4,26,3,1,1,5,4,5,1,2,2,1,10,2130,0,4,5,1,1,4,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,15,1,60,0.17,10,5,300,6,360,0.17,0,0,14.34,860
1,2,2,15,1,9,15,1,9,1,1,1,2,2,1,2,1,1,4,1,1,5,3,1,745,635,1,4,2,2,2,2,2,1,2,1,3,28,1,5,5,5,3,4,1,7,7,1,7,2200,0,1,5,3,3,5,3,3,1,3,1,5,1,1,1,1,3,3,1,1,1,1,1,3,3,1,20,1,60,2,120,0,0,5,300,0,1,60,14,840
1,1,1,15,2,10,15,2,10,1,1,2,2,2,1,2,1,1,3,1,1,5,5,1,630,620,3,4,2,2,2,2,2,2,2,1,5,26,3,3,1,1,1,1,4,7,4,3,9,2130,0,5,1,1,1,5,1,1,1,4,1,5,5,5,1,1,4,5,5,3,1,2,99,1,1,1,99,2,120,0,0,1,60,3,180,0,3,180,9.5,570
1,1,1,17,1,12,17,1,12,2,1,2,2,2,1,2,2,1,2,2,1,5,4,1,740,715,1,2,2,2,2,2,2,2,2,1,5,28,5,5,5,5,1,1,5,3,2,3,14,2200,0,4,5,3,3,5,1,1,1,5,3,1,1,5,4,3,1,4,1,99,2,2,2,2,3,2,22.5,2,120,0,0,0.5,30,2,120,0.25,3,180,10.75,645
1,1,1,15,2,10,15,2,10,1,1,2,2,2,2,2,1,1,2,1,1,5,4,1,720,500,3,2,2,2,2,2,2,2,2,1,6,24,5,4,2,2,2,1,1,3,3,1,3,2100,0,3,3,3,4,2,1,1,2,4,1,2,2,3,3,2,2,4,4,3,3,2,1,1,2,2,15,2.5,150,0.5,30,1,60,0.5,30,0.5,1.5,90,7,420
1,2,1,15,1,10,15,1,10,1,1,1,2,1,1,2,1,1,5,1,1,4,2,1,730,645,7,2,2,2,2,2,2,2,2,1,5,32,4,4,4,4,5,1,1,4,1,3,11,2300,0,3,4,3,3,3,1,1,1,3,1,4,1,3,1,1,1,1,4,1,1,2,2,2,2,2,20,3.5,210,0.5,30,0.5,30,1,60,2.5,2,120,12.5,750
1,1,2,16,1,11,17,1,12,1,1,2,2,2,1,2,2,1,2,2,2,5,3,1,745,600,1,1,2,2,2,2,2,2,2,1,5,34,5,2,1,4,5,5,1,3,3,1,10,2330,0,2,5,2,1,2,3,1,1,1,1,2,2,2,1,1,1,4,2,2,1,1,1,1,1,1,10,2.5,150,1,60,0.5,30,1,60,0.5,2,120,8.5,510
1,2,1,16,2,11,16,2,11,1,1,2,2,1,2,2,2,1,2,2,2,4,2,1,730,705,3,2,2,2,2,2,2,2,2,1,5,32,4,2,5,3,2,2,2,5,3,3,13,2300,0,3,4,4,2,3,2,2,2,3,2,5,2,4,2,1,2,4,3,3,3,1,1,2,2,2,15,0.5,30,0,0,0.25,15,1,60,0,0.5,30,2.25,135
1,1,2,15,2,10,17,2,12,1,1,2,2,2,1,2,1,1,3,1,2,5,2,1,705,640,7,4,2,2,2,2,2,2,2,1,3,30,4,5,3,4,4,3,4,4,3,3,9,2230,2,2,3,4,4,3,1,1,2,1,1,3,2,4,1,1,2,4,4,3,5,2,1,2,3,2,20,1.5,90,0.5,30,1,60,0.5,30,0.5,3,180,9,540
1,1,2,14,1,9,17,1,12,2,1,1,1,2,2,2,2,1,3,1,2,5,5,1,800,730,1,2,2,2,2,2,2,2,2,1,5,34,4,5,1,4,3,4,1,4,2,3,10,2330,2,4,5,2,5,1,2,1,1,1,1,2,1,3,2,1,1,2,1,1,1,1,1,1,2,2,12.5,1,60,2,120,0.5,30,0,0,0.5,0,0,7,420
1,2,2,14,1,9,17,2,12,1,1,2,1,2,1,2,2,1,3,1,1,4,3,1,800,740,1,2,2,2,2,2,2,1,2,1,4,28,5,4,5,3,1,1,4,5,4,3,13,2200,0,5,3,5,4,3,1,1,1,5,1,1,4,5,4,1,1,3,1,4,99,1,2,1,2,2,15,1.17,70,0,0,0.5,30,1,60,0.33,2.5,150,6.5,390
1,1,4,12,2,8,16,1,12,1,1,2,2,2,2,2,1,1,2,2,1,4,1,1,720,715,1,2,2,2,2,2,2,2,2,1,6,34,5,2,5,5,2,5,1,5,5,1,13,2330,0,2,3,5,2,2,3,1,2,2,4,3,4,5,2,2,1,3,3,3,1,1,1,1,1,1,10,1,60,0,0,1,60,1,60,0,3,180,6,360
1,1,1,16,2,12,16,2,12,2,1,1,1,1,1,1,1,1,7,2,2,4,5,1,700,630,1,1,2,2,2,2,2,2,2,1,7,30,5,5,4,5,4,2,4,2,2,1,12,2230,0,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,3.5,210,0,0,1,60,1.5,90,1.5,2,120,12,720
1,1,1,16,1,11,16,1,11,2,1,1,2,2,1,2,1,1,4,1,2,5,3,1,730,630,7,5,2,2,2,2,2,2,2,1,7,28,1,4,1,3,5,3,1,4,4,1,9,2200,0,2,5,3,2,3,2,1,1,3,1,3,1,4,2,1,2,1,2,1,1,1,2,1,1,1,12.5,1.5,90,0.17,10,1,60,0.5,30,0.75,0.75,45,5.67,340
1,2,1,17,2,12,17,2,12,1,1,2,2,2,2,2,2,1,1,2,1,5,3,2,815,800,1,2,2,1,2,2,2,1,2,1,5,34,4,5,5,4,5,1,1,4,2,3,15,2330,0,2,3,1,4,4,1,1,4,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,12.5,0.5,30,0,0,0.5,30,0.5,30,2,1,60,6.5,390
1,2,2,12,1,7,12,1,7,2,1,1,1,1,1,1,1,1,7,2,1,5,3,3,800,750,3,2,2,2,2,2,2,2,2,1,6,1,4,5,5,4,4,3,1,4,2,3,15,2400,4,5,1,5,5,4,4,3,1,5,1,5,4,5,2,1,1,5,3,3,1,1,1,2,2,2,15,0.17,10,0.17,10,0.33,20,1.5,90,0.25,2,120,7.42,445
1,1,1,13,1,7,13,1,7,1,1,1,2,2,2,2,1,1,3,1,1,5,3,1,745,720,5,3,1,2,2,2,1,2,2,1,5,24,1,5,1,4,1,3,5,1,1,1,12,2100,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,10,1,60,0.5,30,0,0,0,0,0,1,60,4.5,270
1,1,2,12,2,7,13,1,8,1,1,1,2,2,2,2,2,1,2,2,1,5,3,1,800,730,7,2,2,2,2,2,2,1,2,1,6,34,1,5,1,2,1,4,1,4,2,3,13,2330,0,2,4,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,12.5,0.5,30,0.5,30,0,0,0,0,0.5,1,60,4.5,270
1,1,1,16,2,11,16,2,11,1,1,1,2,2,1,2,1,1,4,1,1,3,3,1,740,700,1,2,2,2,2,2,2,2,2,1,7,32,5,5,1,1,3,1,1,6,6,1,13,2300,0,5,4,3,4,4,2,1,2,5,1,2,2,3,2,2,1,4,4,3,1,1,1,2,2,2,15,3,180,0,0,0,0,0.5,30,0,10,600,15.5,930
1,1,1,17,1,12,17,1,12,1,1,1,1,2,2,1,1,1,5,1,2,5,4,1,730,700,1,4,2,2,2,2,2,1,2,6,3,32,4,5,4,4,2,3,4,4,4,1,14,2300,3,3,4,3,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,10,1,60,0.5,30,0.5,30,1,60,0.33,0.5,30,4.83,290
1,1,1,17,2,12,17,2,12,1,1,1,1,1,1,1,2,1,6,2,1,4,5,1,730,710,1,2,2,2,2,2,2,2,2,1,5,34,5,5,4,5,3,1,1,3,2,3,13,2330,0,2,5,2,2,1,3,2,1,5,2,1,2,2,4,2,1,3,1,3,1,2,1,2,2,3,17.5,1,60,0,0,0.25,15,1,60,0.17,0,0,3.42,205
1,1,2,16,2,11,17,1,12,1,1,1,1,1,2,2,1,1,5,2,1,5,5,1,738,700,1,3,2,2,2,2,2,2,2,1,5,32,4,5,4,5,5,5,1,4,3,3,13,2300,0,1,5,1,1,1,3,1,1,3,1,1,4,3,1,1,1,3,1,1,1,1,1,1,2,1,12.5,0.5,30,2.5,150,1,60,1.5,90,1,1,60,8.5,510
1,1,2,12,2,7,16,1,11,1,1,2,1,2,2,2,2,1,2,1,1,4,5,1,815,715,1,1,2,2,2,2,2,2,2,1,6,32,5,4,3,4,5,4,4,4,3,3,13,2300,0,1,4,1,1,1,1,1,1,4,1,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,10,2,120,0.08,5,0.5,30,0.5,30,0.25,0.5,30,4.33,260
1,1,1,13,1,8,13,1,8,1,1,1,1,1,1,1,1,1,7,1,1,5,4,3,810,715,3,2,2,2,2,2,2,2,2,4,7,22,5,5,2,4,3,4,5,7,6,3,13,2030,0,3,1,5,3,3,2,2,1,5,2,2,5,3,2,1,1,5,2,2,3,2,1,2,2,2,17.5,0.5,30,1,60,1,60,1,60,0.5,0.08,5,5.58,335
1,2,1,15,2,10,15,2,10,2,1,1,2,1,2,1,1,1,5,2,2,5,3,1,745,645,7,4,2,2,2,2,2,2,2,1,5,6,3,5,5,4,1,1,2,5,3,3,9,100,10,4,4,3,2,4,3,3,2,2,1,4,3,4,2,1,1,4,4,4,5,3,2,2,3,3,25,1,60,0,0,4,240,8,480,0,0.5,30,18.5,1110
1,1,2,14,2,9,17,1,12,1,1,1,2,1,1,1,1,1,6,2,2,98,5,1,800,745,1,2,2,2,2,2,2,1,2,1,5,1,5,4,4,4,1,3,5,6,4,3,14,2400,1,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,120,0.5,30,0.25,15,1.5,90,0,2.75,165,9.5,570
1,2,1,15,2,10,15,2,10,2,1,2,1,2,2,1,2,1,3,2,2,4,4,1,815,745,3,2,2,2,2,2,2,2,2,1,6,34,5,4,1,5,5,2,2,6,6,1,11,2330,0,3,3,5,1,2,1,1,1,2,1,1,2,5,2,2,1,5,5,5,5,2,1,1,1,2,12.5,4,240,2,120,0.5,30,0.5,30,1,2,120,10.5,630
1,2,1,15,1,10,15,1,10,1,1,1,1,1,1,2,1,1,6,1,1,4,2,1,800,630,2,4,2,2,2,2,2,2,2,1,4,24,1,1,1,1,1,4,5,5,1,3,9,2100,10,3,5,3,3,3,4,4,1,5,1,5,1,1,4,5,5,1,1,5,1,1,2,1,2,2,15,0,0,2,120,0,0,4,240,0,1,60,11,660
1,1,1,14,1,8,14,1,8,2,1,1,2,2,1,2,1,1,4,1,1,5,3,1,715,700,4,6,2,2,2,2,2,2,2,1,2,1,3,5,2,2,2,1,2,7,7,1,7,2400,0,4,5,5,3,3,2,2,2,5,2,2,3,3,2,2,5,5,3,3,3,2,1,2,1,2,15,1,60,0,0,0.25,15,0,0,0.5,1,60,4.75,285
